x,y,z,value,timestamp
1077,577,938,-22,1791152173
2000,1783,1679,2959,1587305781
438,1396,746,-5346,1478489871
1403,1683,1945,4803,1692710339
972,1991,1304,-2169,1129927805
918,1967,941,6572,1375206623
1301,1917,1242,5262,1441733270
1861,927,894,7102,1514476505
1858,667,29,-9504,1976026519
1013,0,1460,-2261,1700468595
269,1100,571,-2122,1896877791
1348,190,1828,-4806,1910379106
46,1116,1303,-1883,1461861610
734,484,1802,2562,1143195563
136,1238,1261,6533,1889173591
1025,1937,12,9961,1873999057
1250,1914,551,-3269,1467413185
1115,1471,7,-5158,1759404567
1215,69,1149,-8730,1341931015
1728,73,1509,9215,1991728160
234,1578,1052,7208,1489580414
856,1485,120,8117,1650355102
1468,926,591,-2783,1587310784
115,1788,1600,-6678,1919460009
1415,1055,1277,-8843,1091300362
544,605,1495,-7430,1413589735
1449,887,403,726,1353537724
1884,721,1049,493,1520504930
1931,1668,45,3437,1242278062
244,1220,1267,-4959,1322608016
1882,289,1459,-3797,1584170183
692,207,1768,1257,1794355071
425,981,1576,-2411,1291727712
774,1132,470,7849,1083507489
1698,123,263,9054,1818313936
428,1237,110,3794,1492606450
1238,541,424,-4155,1783427195
1077,1839,1476,-1037,1645175918
248,1812,1366,5610,1976477709
1581,46,284,1192,1288629040
1404,201,278,-5121,1012483898
698,1703,700,-2549,1873702976
149,945,1601,5327,1264625580
1075,122,1757,3500,1111065427
260,1655,1169,794,1404917034
500,1168,109,6888,1900209898
1695,1896,453,8648,1680884818
888,1218,1263,-6267,1609349925
1349,621,1469,-3715,1793740812
1557,1644,1476,1661,1125926722
772,1483,157,-4070,1678688577
121,699,692,-433,1817221467
205,336,306,-7323,1437617995
1755,1038,840,9558,1206861197
835,316,516,-5505,1165396937
842,1425,784,3042,1540699223
1284,1708,1586,-3951,1176292274
218,1283,1233,-5685,1962783549
448,828,1672,-6602,1035495737
869,312,1203,481,1499233995
1924,390,1187,-2293,1692141739
1455,1938,962,1352,1592182028
1139,232,436,-1789,1878685790
604,1032,532,-1270,1503995886
1684,724,1985,-6073,1249955016
905,1493,1450,-7791,1251209439
1415,1616,1813,8501,1259062090
1720,1008,1575,-5641,1751720715
660,1188,1709,1162,1250855833
987,1916,1532,6243,1212642273
1662,1614,1412,-6219,1925721736
1131,1733,1372,-8019,1181778123
1515,1896,1306,-4369,1601821790
84,795,887,3274,1384117446
1563,98,1,-873,1362524190
1196,424,1443,-673,1741738994
346,108,1909,5429,1644168017
842,1031,1769,-7057,1254900165
518,1174,1962,891,1595252657
1847,595,896,7381,1441658748
1682,1663,420,-7947,1344104016
446,734,1881,167,1244586032
920,799,677,1006,1800987781
1383,1936,1372,7947,1397774802
1659,538,968,8282,1440181906
500,381,1932,-4430,1536704092
640,748,1064,4088,1758823302
406,172,1625,-668,1723940889
1063,1728,275,-1999,1275526605
1571,1371,1930,4170,1888089625
535,1058,179,-6230,1334203357
194,1574,315,4787,1748600896
1941,417,1964,296,1272234965
1925,482,240,-8784,1049925861
856,1947,1753,270,1423144849
1568,1753,310,-7294,1982090057
1715,318,1387,-8980,1248841387
1404,1417,1348,624,1892625088
1781,1643,1568,-9744,1735321793
1275,876,849,-7669,1423627865
859,1079,1348,5777,1034322105
1150,447,385,7778,1630204089
1565,1438,607,5249,1536742697
1896,1875,1196,-2380,1097859104
467,143,1196,4856,1528884765
1349,1773,1393,-6388,1282869738
1645,440,1743,5746,1770473230
22,1464,1462,2327,1819229274
1659,1466,281,9559,1715421120
654,474,487,-3169,1243445660
250,1076,854,5203,1412795920
1015,1820,1189,-9504,1143256946
1820,1027,292,-2605,1407406324
1197,896,603,-7500,1968587187
1982,72,179,8871,1377513348
1294,18,768,4194,1043284317
816,59,746,1247,1188836105
1430,1712,1756,-5741,1113620389
265,523,253,-872,1404604549
820,1640,1126,-22,1296704582
241,359,1241,-1918,1755289490
1273,1822,502,-8045,1151510134
464,1869,1907,-6517,1384306697
1975,1209,384,4973,1574461809
447,1083,476,8123,1181626438
337,1525,78,2497,1381282673
1595,1639,839,7779,1393384797
722,992,784,4787,1322215469
1949,119,608,-2471,1478488114
332,110,991,3570,1598608482
87,464,176,9118,1072411950
431,1736,1073,-2684,1004083093
653,1321,1976,2593,1159138249
1881,1771,1966,-5867,1656169960
1578,1316,1770,3716,1260526453
1817,177,1263,2763,1201186336
1550,630,821,-2814,1114687292
1339,1578,1197,6034,1820830340
742,1804,1714,-7851,1054633297
452,672,1996,6421,1605788147
567,1463,609,-6018,1500826424
1670,673,1028,-6385,1185780823
1151,1163,598,-3866,1748376722
1384,1162,1700,-5768,1293778665
208,824,1098,-5507,1250356320
8,1258,576,-5740,1693170270
823,1506,1401,-8081,1929320220
1082,465,1746,-1303,1961992791
969,771,413,-412,1655237300
767,242,1240,4448,1674952862
1030,949,1128,-1051,1272405726
519,1778,134,-4100,1764390620
1461,1302,1706,-7887,1363802225
1450,1196,969,-7465,1575198037
1556,1799,1444,4788,1585599683
1784,1549,1952,1098,1523491962
328,726,1559,1243,1925627543
734,1921,524,2447,1046342436
53,252,1040,-2248,1208653400
1649,456,148,9702,1877298895
1715,1330,1397,-431,1922580206
88,336,1893,-7785,1341551548
478,126,1692,2623,1410598973
281,882,794,-7969,1284015690
711,1787,860,8638,1197910403
1463,592,1693,-1154,1994216150
352,1213,1641,-2108,1954423514
762,804,236,4285,1373996948
1142,1875,1328,-3780,1334066262
242,1981,1824,1016,1936235653
1521,1948,1685,-8897,1001458223
1909,1959,1031,9179,1490618869
1752,1769,314,-3777,1467268717
812,1193,592,-7492,1805922621
373,900,357,6475,1283868922
1067,899,145,5170,1952414412
221,32,1502,4108,1554704504
655,138,776,1257,1944105487
16,1795,1656,7667,1823696880
875,535,1112,-9870,1881162037
1463,882,873,-6921,1552462815
1261,1694,340,6879,1233943347
276,151,127,5299,1394560062
1713,420,1658,2679,1021818634
411,44,764,-2856,1655853092
597,350,125,-137,1597005241
423,1326,833,9800,1167861742
880,439,928,-9127,1022327007
69,75,970,715,1453942615
82,1182,1912,2587,1023772074
210,345,1768,3725,1374412446
935,179,1932,-424,1502280942
37,734,1540,-8911,1096732457
199,784,1947,-2536,1735216664
372,271,392,-7122,1830999642
1734,274,1456,-6957,1671734785
1149,1748,208,7951,1814509407
152,647,319,6529,1971040865
1999,79,568,-5400,1845558762
180,1220,622,-9491,1571613249
1578,1367,559,6173,1286468465
996,319,303,2868,1843322822
202,859,1493,4266,1895812631
1928,200,495,5389,1810039020
212,636,942,9264,1966108189
728,813,143,1381,1605591756
1645,538,430,3827,1887367277
15,1189,1384,-3689,1142613796
1848,1535,377,-2478,1400713725
1435,1091,829,238,1930515456
1888,459,1850,4236,1650536539
624,1543,1240,9877,1634088088
1496,196,1692,-9758,1547856321
978,198,1241,7035,1884919840
1091,1520,34,1800,1272257497
223,1535,299,-5429,1152605079
234,550,431,-2434,1701950240
1084,918,1760,-9557,1059899555
583,1453,5,6287,1600179565
80,36,1536,-9435,1425108058
37,816,1645,-7474,1578972897
1988,1857,35,4430,1004071734
1656,1679,1293,1638,1871337326
107,67,80,2639,1496400432
196,726,1574,7322,1766944050
1321,668,681,-7897,1573642390
319,302,109,5151,1519394614
84,1994,967,8998,1842101997
1799,969,1753,7529,1014356675
97,62,179,-9039,1852120127
1158,1232,1331,503,1962889853
816,1769,1466,2043,1820598021
1264,258,1924,7413,1355133286
296,1801,130,-9059,1446508086
735,851,1228,-9011,1812638778
1097,846,530,-8848,1190273558
354,1779,1237,5371,1604490436
44,613,262,-6349,1332465446
1148,1743,757,-1973,1917661487
1439,1801,631,-482,1890018043
614,318,1912,6448,1526857478
1348,741,126,9253,1573680513
1332,772,1046,-3086,1294850824
346,548,819,-6775,1258230027
656,489,621,-2626,1428293150
1112,1764,807,-9581,1173831799
1121,393,5,8706,1953878235
1643,770,1552,3588,1487308391
205,1563,338,3359,1946489274
214,1635,1521,4881,1906832576
1863,94,1171,7243,1582167033
1178,1570,1079,-3047,1687098184
1893,1423,387,6405,1588445505
777,1905,1365,-7511,1220858718
1461,1308,469,8502,1288158244
23,1609,27,-2806,1929161915
369,621,495,-9329,1606265543
1416,608,267,-1235,1046955925
1839,1975,1429,1729,1664028523
1048,1286,1904,9420,1939681788
545,9,480,9980,1058194053
9,594,1812,-2256,1105508096
418,732,1522,2912,1875571683
996,368,1928,-7920,1374153839
1710,1208,1459,-720,1514530512
1947,270,610,7300,1714864142
1197,375,1007,1270,1952366951
1085,1630,497,6837,1775638086
1856,1400,1898,-2773,1306511554
732,821,1859,-2586,1976804943
410,90,963,-2299,1371142908
1602,1740,1887,-6537,1412782377
108,1803,1562,-4230,1565661878
1558,760,1411,-1465,1430855996
1425,1835,1691,5233,1661842288
87,205,957,8791,1826513657
1023,837,1795,271,1536401087
845,1046,1542,-5308,1145279043
1318,756,469,5653,1285323082
1480,1431,1691,6231,1999347293
400,1192,203,-3316,1112821428
154,401,1716,-3458,1940396442
204,600,1667,8737,1622309307
1915,383,1664,2490,1194856381
1035,1464,453,8184,1265577023
1399,1636,1356,4377,1119062978
1212,88,1803,6411,1179780839
1143,1339,1557,-9846,1893350491
1565,305,384,1745,1557117340
877,1820,1239,-9813,1932788684
1182,68,1687,8164,1866982030
508,1683,1253,4889,1686629808
151,286,1583,2079,1707647305
349,1469,743,-1265,1181818434
145,1306,886,-7047,1946139562
297,1728,1540,-7173,1507469450
1552,764,818,6870,1780884399
1705,63,1809,-1726,1219315536
504,1573,453,33,1405619086
1026,48,619,-8210,1592755686
1607,1892,253,-3362,1420542143
671,556,1240,-9653,1878623305
829,593,1645,-595,1036304854
611,1135,577,-3066,1885713945
629,497,815,-5291,1681968989
896,801,147,-8369,1021365578
762,1888,410,5693,1240488679
1827,917,995,674,1750787976
1123,1642,958,-8056,1917980557
1636,1492,1173,-3475,1986981396
408,187,1142,-3043,1724505319
143,179,58,2814,1623826763
1440,1897,289,7423,1933052901
486,1150,186,110,1019657973
1546,418,796,-9493,1341306686
724,721,1888,1928,1358284858
627,516,422,8297,1140968119
1997,1968,1262,6486,1296780229
121,1197,1435,-2468,1346281087
119,1570,820,-7954,1271591979
221,1595,174,6424,1834336664
1670,440,551,8733,1588144129
851,1761,1051,-5346,1074212378
1889,122,801,9513,1566100343
1802,640,262,5383,1541855430
1747,1017,966,-6742,1692164166
1710,282,1075,3161,1619006200
192,1886,306,6709,1426862408
1442,449,263,-1661,1757037493
231,986,479,5125,1558813975
639,1729,126,-3022,1234758081
1459,568,366,-6694,1273310595
568,425,1433,3904,1378417652
1227,437,447,-233,1788966080
1259,1736,1396,3198,1866595513
1224,515,1878,-5476,1620810306
428,1041,387,6006,1368464490
822,665,1284,4031,1271972371
1662,257,780,9595,1850034113
1712,189,534,3,1782392439
1340,1723,862,8113,1727446733
1851,1834,304,4141,1157498864
204,263,634,2279,1663659156
837,104,636,-5822,1311832256
1782,299,1689,133,1347133142
803,1786,325,1810,1641464485
1245,711,1908,3101,1637097287
1910,1815,1694,-8077,1906672666
167,1603,752,6383,1993223455
323,82,1157,-4008,1235836921
544,893,692,-898,1074046625
1836,384,636,-3394,1838362242
1911,867,1103,-545,1980220165
575,380,1889,8827,1542883514
1128,1250,352,-1126,1716779093
375,470,1127,495,1354227049
1183,1479,940,4916,1140680009
1556,1369,227,3662,1321185325
63,1879,366,-1304,1902707143
610,1653,1503,-8015,1297828480
308,1332,1344,3603,1782673329
1773,1946,759,-2476,1861277913
1843,1743,960,-9604,1137399847
1208,1302,1326,2982,1317230009
928,516,1299,-4519,1638698149
1141,312,1097,-6568,1686106800
888,1319,490,-5866,1178250022
1916,1638,1765,-2396,1320800360
222,1288,835,9980,1898243971
1283,1870,1582,-4178,1813563960
1810,242,985,155,1371143356
1666,1003,83,1246,1703183015
1880,431,1618,-6319,1025372586
639,1604,1042,8641,1565931579
872,650,625,-6262,1429493951
433,355,488,9546,1637752949
1236,1054,864,-3472,1387699477
1719,1265,346,2372,1256844945
981,319,1914,6772,1664032988
794,538,1608,2081,1554922638
211,1585,1816,8421,1410515478
1652,890,1811,-5181,1894439429
1575,737,1675,1965,1817962623
53,1889,792,3745,1305770257
369,554,362,6443,1865250314
1588,1639,1895,-8965,1863452780
1034,813,1036,-2192,1645675610
1395,562,549,-3569,1934448106
1901,1464,102,-5105,1018957903
686,1279,1747,3036,1406248723
258,556,1458,-2006,1540445065
149,868,1362,360,1019669375
1996,1097,935,-4868,1634952317
1070,427,1795,-9120,1547292713
189,1373,1890,3230,1676048890
400,1629,209,-9178,1425095011
1558,1223,721,-1105,1538275109
240,73,1760,-5447,1694191271
495,885,1338,1887,1148437975
313,490,671,-3481,1350063092
1295,1128,401,-3389,1209131311
1646,1393,124,1957,1997899907
916,1247,631,-7049,1575527942
779,50,343,-9127,1506073003
1642,1781,798,7930,1139879786
507,1990,1899,3901,1251492049
1463,471,1153,7405,1981730723
182,1181,1037,-8975,1397702411
1339,1973,623,-4432,1711243963
561,1630,1037,7586,1602452183
1136,1974,293,-8505,1925443730
1257,118,1728,-9513,1341923448
1012,1083,1419,-786,1195356854
69,1134,1085,7336,1903972550
665,963,1914,4849,1353514891
1341,1059,1883,8691,1029833487
1015,942,555,-8363,1951533173
1482,1957,783,-9530,1495102349
1712,1232,494,7973,1504255606
1263,1476,807,257,1756921716
767,1658,1101,925,1327454264
5,77,1264,-6677,1293605469
1258,980,1756,-5635,1083118376
1690,744,1964,-5561,1101412022
1569,1664,196,8730,1891143071
1471,98,1903,8443,1173027632
1742,1851,1841,1482,1801477984
954,127,1555,-6774,1607587703
504,726,1716,-1152,1149636366
863,919,84,9327,1362375264
1716,1273,1271,-9292,1325962348
290,878,176,-8427,1827555513
1777,827,830,-496,1448424594
106,1840,1333,1944,1554930675
967,910,376,9179,1674674690
519,221,751,-1778,1060929279
1775,1260,1434,5278,1988586475
811,1239,531,5274,1619590744
1683,908,255,-3382,1108597914
248,1409,1437,8653,1178334219
1891,325,1061,-499,1019035023
669,498,1796,2008,1488589158
1754,406,1164,-6832,1410467850
1755,1049,703,-167,1339670457
1130,434,676,-8562,1037657002
48,252,416,1892,1319915326
321,1916,740,6807,1714126183
1734,1558,1250,8748,1181520473
1667,1664,134,3941,1577694576
347,74,336,2185,1153994011
362,431,1004,6615,1895075381
645,1264,15,8426,1193231512
190,1395,1679,-6502,1675645656
1093,488,945,-9890,1144717828
961,1776,1746,-1645,1448207010
926,454,1586,-6128,1358652363
740,1077,811,4295,1790034506
1710,1308,1537,9963,1278227297
1994,1892,569,-7311,1238461335
988,1066,913,4365,1881311642
1305,1459,1123,-3745,1925456234
573,1781,1540,-3575,1703241667
2,175,569,-6561,1162050886
899,546,1540,-1964,1010127103
1638,1296,395,-4050,1972036077
169,696,176,-9312,1926736919
1901,1939,899,3768,1170924869
1350,179,162,6200,1173466706
458,1413,1036,7565,1160756744
1229,506,1841,6130,1370111999
469,1443,837,-9186,1172760599
1169,1044,908,7006,1693434688
1000,1615,1684,3595,1563006142
1459,85,1162,-5859,1386318712
1513,934,1503,-6769,1720869264
1068,772,1301,4605,1747244934
1373,64,1884,-4593,1051518073
1199,224,879,2785,1267118465
36,553,1758,-9484,1959675617
1259,951,53,755,1659965807
1134,1598,290,-729,1961130209
1983,1609,1996,-9882,1035311381
1474,1613,333,5994,1636348588
1862,722,762,-3627,1779593217
471,1641,1388,5020,1965484316
1984,328,1156,-3354,1719904448
816,338,1633,6325,1739026234
282,492,364,3364,1465866736
612,1009,404,3075,1210234235
500,1763,1442,-6474,1018535864
794,1228,1334,-7632,1657668027
1089,1253,45,7543,1658137814
1003,1949,821,-3764,1517124685
1981,1162,522,-6924,1218228502
1407,700,1410,3907,1651080436
1024,213,407,-4971,1978316324
1959,38,563,-2474,1101970919
391,1373,1605,-9296,1836816876
1281,1646,393,861,1482925184
22,96,1705,2339,1253171191
376,92,1544,-467,1634554261
251,1302,205,714,1138639795
563,620,307,-3688,1994789821
1481,108,1453,7332,1415227536
608,1813,771,9969,1392417256
1692,1687,628,5130,1866136351
1837,13,1350,9512,1147976716
1153,1999,1193,4124,1318607777
447,543,1868,-7547,1864396324
996,239,323,-476,1316256488
1690,870,339,-4119,1230160027
1814,1926,244,-4587,1983050858
1878,868,958,9567,1906418860
1036,601,872,3829,1270275016
779,1905,1099,3878,1553424532
1314,392,21,5378,1728730168
802,1420,1555,707,1806197157
604,817,1775,1141,1803056829
784,1786,638,3443,1963517674
1386,717,1388,365,1266804578
1137,670,1374,-430,1790402929
1031,498,840,9900,1580466661
1199,1473,534,4943,1265302887
938,1514,867,3886,1404831857
1809,53,154,9538,1429067686
1986,28,440,-392,1613823667
834,1776,310,2514,1476567732
510,42,616,795,1683037220
1547,219,1957,4828,1670632715
1326,1503,507,7326,1353340975
413,1420,975,-7258,1550122352
1150,956,721,-7372,1741344288
480,1247,1306,-5252,1873015241
693,1380,1945,1911,1609477582
1719,463,736,-6691,1002695195
1598,666,1004,-3667,1561295756
864,1260,1446,1364,1187969187
859,1815,1164,1541,1076054612
1594,1953,907,7538,1022461102
1677,1790,511,-8861,1499270069
1383,828,352,2018,1549889157
192,1211,440,-2006,1428526708
1616,170,1306,-7151,1636449892
540,585,510,-5353,1782943165
1637,1919,1730,-9903,1660534343
1814,1188,1023,-3558,1300549176
1261,810,457,144,1603846441
297,819,685,-8861,1844852849
1709,1429,897,7198,1864886495
891,448,834,4283,1977996587
623,1167,577,-8386,1070363315
1209,471,633,6385,1984443989
525,514,947,5932,1949811953
484,645,1519,7473,1627513681
1787,387,915,8187,1186928965
320,853,1506,3594,1931672148
38,1261,581,3909,1524775374
431,717,325,-2460,1645255915
687,1602,67,1408,1617334002
717,1531,413,-1998,1627481892
1631,1433,1746,-2367,1199516918
1895,723,510,-6278,1288170500
645,463,850,923,1780297143
881,1389,90,-9820,1857920651
1941,56,985,7148,1958236606
1793,1679,1709,-3779,1200964761
916,237,1684,-5329,1377804399
1657,781,993,-4994,1923702080
1603,1943,670,3090,1551051251
183,1116,667,-3521,1126017027
1462,1391,1982,-7870,1568886300
487,1965,1351,-5496,1525484459
1913,1518,598,1296,1989878236
725,394,1286,8958,1072604199
894,1905,562,-6139,1221144139
1800,248,1877,-7793,1990381778
1284,1450,768,-1445,1342289012
1254,1581,904,-6345,1128497784
957,535,1837,8872,1104397327
242,1146,537,1055,1068605140
1651,1424,273,7453,1594618999
129,832,1337,-7022,1243660443
460,733,1156,9061,1231411352
1193,211,1557,-614,1958004985
1058,1913,1023,-4678,1098214073
1817,1734,296,-6280,1712453150
1065,746,1239,-6382,1630386935
207,481,1710,-8809,1229576656
182,1671,1515,-2673,1633585783
1250,1593,1464,-4093,1186115209
1490,686,984,7467,1382993082
1999,1941,1236,-995,1295602560
847,1992,1310,4530,1862298601
1272,1533,78,5142,1155305522
1437,958,696,5607,1674113669
740,1710,1244,-5336,1932275211
795,1477,329,6322,1349730943
214,1916,511,-3570,1788766328
1002,429,479,2030,1687961463
1271,1237,4,-730,1297614320
1337,1171,637,7856,1878905326
1627,865,498,-8169,1799593316
1514,448,1657,5671,1043259009
1226,1425,783,-1225,1509197523
369,1355,1346,9442,1361076031
1016,1022,941,-2127,1669110730
82,997,1056,8658,1682429908
922,1308,676,6525,1364948293
837,1080,132,-6259,1647126721
907,1399,745,-7911,1416785078
1535,990,1991,-5454,1648540807
611,717,1007,-7746,1434719138
774,758,943,-1808,1646951020
715,724,1256,-7145,1058224026
734,676,334,8838,1622238577
951,1216,1235,-6065,1906327256
38,1261,87,-5892,1799740390
68,450,439,5350,1783161060
1473,124,1011,9032,1289594261
171,912,676,6392,1834925373
797,1271,986,-2113,1157594123
305,1881,527,-7366,1681184477
1619,1071,428,9439,1339940096
1629,1144,618,-5467,1254194038
1489,244,574,-4876,1614525820
0,734,1663,3483,1289930039
1159,249,1276,-3392,1073548184
29,1515,731,-4815,1495041283
470,212,198,2800,1412072246
1690,1633,1131,-6195,1376402732
1162,735,1782,-7522,1211611749
463,68,1736,5910,1497202085
1315,346,1431,4251,1731247039
1124,1380,1618,8645,1819463085
1969,122,1234,-368,1324917615
986,1999,673,-2193,1867668975
1330,1179,1050,-8397,1349831376
297,1146,721,5634,1494303029
781,733,693,-4304,1327793818
166,201,1974,9628,1186992027
1298,777,1398,7033,1562304122
1575,839,1149,-2938,1751953053
1691,1802,142,-369,1457025298
930,1413,886,-5016,1815176104
37,992,1535,-7565,1018828970
315,1909,752,5514,1446825194
1550,1020,1605,3665,1802306289
414,1700,1190,1146,1317206390
1079,567,1660,3943,1319334421
1696,504,228,2679,1737062188
272,1742,1377,9722,1315967146
1727,545,1901,5606,1974781892
1084,1664,1570,-5372,1445365391
1611,321,656,-7631,1492094991
960,782,1051,2751,1494981539
686,235,1852,7044,1661616900
272,452,776,-4034,1866605974
1185,1198,314,-5666,1635520582
1493,88,61,6185,1250268327
64,1419,415,-3819,1527024609
1500,1719,981,8597,1361931099
517,154,1978,9890,1923804226
346,1288,741,3535,1311541366
681,744,245,-1699,1462034937
896,1638,1649,6450,1356934480
992,764,1295,-8580,1334410450
1131,1717,827,-9796,1787689479
1176,1413,222,4438,1323428165
29,1297,88,9768,1234461119
93,355,235,1303,1116122860
1797,1981,735,4223,1364886932
1130,390,744,-2342,1689823572
63,168,62,8485,1673844715
17,1480,881,1776,1342887796
440,1986,405,-8119,1084175673
248,1305,515,3359,1139548570
1547,718,58,6732,1710326166
627,343,1592,-3552,1293784067
1023,1520,178,6666,1775747651
760,954,615,-8884,1525363015
1537,755,388,-3333,1771396913
300,1343,1517,-556,1103076822
56,1267,734,-9968,1410364290
95,1605,20,8510,1199797995
950,1997,491,8954,1929339918
345,9,1411,3733,1673065666
37,1359,1174,5387,1400803312
1336,1477,910,7232,1723313336
1321,1774,921,5478,1300730681
852,382,192,1575,1835388541
635,1641,325,-439,1178836592
828,639,1331,-25,1321029435
1347,747,1330,-7286,1634619192
1779,419,1400,8536,1628452376
700,1401,614,-7420,1375334957
1290,986,911,6950,1243176002
182,588,1644,-4915,1601217292
1287,873,8,1445,1330588191
661,1308,518,-7742,1524366890
67,407,225,-8511,1492334497
379,1073,222,-8072,1592695022
1960,1991,1119,-329,1353493418
435,1197,1682,-5587,1156380855
1787,1195,1090,9393,1849467745
1158,393,741,-4830,1722549437
232,1865,587,-1090,1761812986
361,1295,541,-4279,1606745517
1638,1799,136,-9125,1051630112
1647,299,1633,-479,1415318701
134,1106,1613,424,1428304110
1750,1568,1071,7503,1797900255
101,555,549,-4118,1233921639
699,86,582,-4819,1968736327
1864,1078,1125,5537,1023220218
750,919,511,-1792,1410276915
741,578,915,602,1733780874
1155,273,281,9923,1093076140
1887,436,637,-6565,1150221230
264,501,1900,-8444,1101935150
294,212,1295,-5599,1800263116
927,27,796,2906,1956011072
710,498,316,9213,1096909564
438,306,278,-126,1975598453
1307,131,413,4294,1071387099
1915,96,1823,-5064,1943198225
193,638,814,-6580,1234915960
1654,336,1143,7016,1002437226
703,340,1293,-7437,1741142269
1553,1928,1695,-6484,1438364331
428,1211,1913,7587,1591995410
1377,955,318,-4214,1118494760
957,568,1035,4821,1068225380
390,1870,1599,-6346,1401702916
1411,241,789,-7661,1316089216
308,57,1889,-8655,1343925781
358,39,1505,-7132,1634119064
457,206,1615,-7965,1536752372
1578,671,1455,7151,1639214632
1617,1558,985,-9985,1715021371
533,1015,1560,5595,1963316420
1083,648,1695,3689,1003930986
1,580,1425,-3852,1029321905
1043,910,1124,2815,1107755186
1613,76,477,-8558,1700257635
1465,822,43,2129,1336203192
1526,1053,913,-126,1634384655
1207,1588,1318,-6657,1544608230
1905,1197,494,-7981,1478074895
1775,238,535,-7042,1069634732
1096,1871,1677,1389,1169972787
67,1597,814,-1330,1914986211
550,732,1041,6009,1005170084
1505,1749,76,5672,1975092654
1436,280,1370,2626,1798828003
1390,1375,1175,-8868,1693646323
654,1648,1288,-5786,1779182502
1865,3,1992,-7346,1663951571
246,455,159,-2939,1506043527
1049,1429,1202,-5168,1274271420
1573,71,1342,-5128,1531610043
1826,979,867,-7389,1191775073
1097,379,1886,-3936,1689636490
71,1053,356,7357,1662723762
888,839,578,-7858,1561442626
80,1735,1830,6808,1052037246
1973,870,1210,-5385,1093375528
1891,925,1006,-5196,1450317062
1076,213,755,-9662,1212214490
688,1783,1882,8632,1442772940
1532,1763,1349,9538,1782717435
280,516,1337,98,1579280950
858,1409,1134,4166,1383211404
1849,1456,1333,8062,1310451773
1833,496,29,1810,1863764088
774,308,1377,4518,1666414347
1052,1659,1674,-4188,1721581386
1344,1023,456,437,1871662812
482,948,363,2625,1295305250
970,1713,1255,-3929,1048579650
576,1236,45,-8491,1124157020
513,1581,387,2373,1043822001
1637,537,1993,-4986,1206992700
668,1328,148,316,1501802067
1028,973,447,-2253,1115053393
564,1029,986,4495,1319265541
318,1077,815,737,1582296056
1378,172,315,7361,1845590102
390,1690,1813,8339,1087693762
1535,558,826,8401,1670544376
440,865,1448,-494,1751838854
204,650,1031,3430,1128838331
1083,190,821,-4191,1856418345
1999,1964,1381,3104,1265191165
791,1872,1343,-6877,1266146562
1426,270,922,-7962,1946004339
206,1852,1405,7973,1992345241
1153,370,524,630,1536619410
1239,1100,1492,-2400,1370195539
1530,1878,1736,7762,1757421397
715,299,923,-7441,1586182873
406,288,903,6864,1355480079
844,537,494,8102,1024526340
194,1593,1480,-3383,1511234734
1891,775,304,6407,1573363641
1102,747,615,7814,1739363805
1432,1024,880,-2290,1866331950
45,274,1269,-5012,1845239510
1268,778,1781,2058,1449432780
1854,587,225,6642,1494681497
522,1467,1842,6508,1299285956
693,1217,714,478,1959111317
1428,627,1085,9230,1355473094
870,1046,1010,9572,1334248373
755,701,1409,-3312,1574608484
173,221,396,9299,1176078100
68,970,857,-5282,1057102672
1624,1742,1761,-3221,1847967566
1216,676,321,2732,1937432415
134,1100,1234,2297,1380961390
1486,36,1325,4832,1284989043
968,577,372,-4088,1846234850
1092,544,1280,6454,1428558309
786,545,866,-6914,1475174486
1702,1860,566,-621,1216442912
1486,1122,1614,3096,1859479479
438,396,477,5055,1073105883
520,151,501,8200,1347555047
479,827,1818,-751,1784716852
763,365,701,1398,1675453694
1918,1297,1498,-8956,1223111582
850,1686,648,-2905,1374600404
878,670,577,6235,1359765468
1785,1322,564,-2909,1232009088
611,1827,1784,-224,1211849977
1658,1948,420,1769,1906927176
544,1257,443,180,1681454594
1621,133,1883,7022,1435896459
459,1532,706,-1611,1616334041
599,1364,1305,2166,1734857662
161,1094,1639,-3707,1767864070
964,528,1486,-1618,1006525746
333,887,402,-31,1899773418
528,924,1662,-8859,1204721183
1140,1593,798,4124,1980890074
1297,1214,848,-733,1664088556
611,904,1115,-591,1614009450
91,1136,1315,6829,1149933448
315,933,1426,-5058,1836671550
1670,1856,1208,5901,1301678978
124,1918,1834,-1507,1052386283
97,1939,1448,-8824,1895134115
803,799,786,-3844,1795717130
942,1570,829,9599,1957128534
214,210,229,2172,1556099927
815,849,124,-3643,1867202843
328,1239,1323,192,1776102927
1958,1437,1433,-1838,1618853865
1811,1486,1971,-1655,1493059677
1467,710,981,2255,1789863391
1899,1073,85,9726,1667354619
1938,1715,1145,-6342,1281137492
305,1308,1424,8504,1630077278
1022,1958,756,730,1576494432
93,979,688,-3432,1534836579
723,1284,1022,8692,1888184058
522,1808,819,-5987,1177063447
1855,872,486,1919,1283261554
338,1911,1318,1149,1996269123
278,1859,79,2404,1927030894
574,531,1632,7842,1208106417
202,125,1966,6276,1295851519
1822,381,1893,5084,1349984126
1560,1622,1355,-7837,1331354602
601,787,1395,9330,1279884507
1156,1476,131,7062,1013529152
590,1862,673,-9718,1100205088
1175,497,577,-7338,1385720091
1516,120,924,-5165,1088801323
1553,1963,1157,-9194,1734251903
1257,1548,1720,9840,1066417508
1918,1330,693,-4938,1668924489
